file,chuffed_time,chuffed_totalTime,chuffed_propagations,chuffed_failures,noc_bool_time,noc_bool_totalTime,noc_bool_conflicts,noc_int_time,noc_int_totalTime,noc_int_conflicts,noc_int_eagerLits,noc_int_lazyLits,noc_int_cpCalls,lazy_default_time,lazy_default_totalTime,lazy_default_conflicts,lazy_default_cpCalls,lazy_custom_time,lazy_custom_totalTime,lazy_custom_conflicts,lazy_custom_cpCalls,eager_default_time,eager_default_totalTime,eager_default_conflicts,eager_default_cpCalls,eager_custom_time,eager_custom_totalTime,eager_custom_conflicts,eager_custom_cpCalls,balanced_custom_time,balanced_custom_totalTime,balanced_custom_conflicts,balanced_custom_cpCalls,chuffed_status,eager_custom_status,eager_default_status,balanced_custom_status,lazy_custom_status,noc_int_status,noc_bool_status,lazy_default_status
ABP_ABP(BW)_(datasize=2_capacity=1_windowsize=1)eq=strong-bisim.dzn,0.020185077,0.005,122,0,0.013623202,0.00143,1,0.013657987,0.0022965,1,391,0,98,0.014897525,0.001452291,1,98,0.030313838,0.019072625,3,211,0.013343847,0.002300916,1,98,0.030130279,0.019225166,3,211,0.030685258,0.015889,3,211,SAT,SAT,SAT,SAT,SAT,SAT,SAT,SAT
ABP_ABP(BW)_(datasize=2_capacity=1_windowsize=1)eq=weak-bisim.dzn,0.142542815,0.076,611,0,0.148757291,0.1050735,1,0.119778395,0.096202584,1,6451,0,535,0.122890544,0.094637167,1,535,42.67954206,42.65963913,1,4369,0.122457421,0.101274875,1,535,43.02548695,43.00377267,1,4369,42.82622004,42.80589513,1,4369,SAT,SAT,SAT,SAT,SAT,SAT,SAT,SAT
ABP_ABP(BW)_(datasize=4_capacity=1_windowsize=1)eq=branching-bisim.dzn,0.30836947,0.298,758,0,0.197023857,0.168603209,1,0.155196118,0.130364625,1,16116,0,742,0.157825232,0.112208,1,742,27.99732304,27.96655904,1,10861,0.155578649,0.126479917,1,742,28.30799985,28.27781038,1,10861,27.87852001,27.850438,1,10861,SAT,SAT,SAT,SAT,SAT,SAT,SAT,SAT
ABP_ABP(BW)_(datasize=4_capacity=1_windowsize=1)eq=branching-sim.dzn,0.311744356,0.284,758,0,0.193960512,0.16603175,1,0.153315723,0.116857084,1,16116,0,742,0.166164589,0.119482875,1,742,29.35292077,29.32612163,1,10861,0.162399054,0.124298708,1,742,29.32233882,29.2833725,1,10861,26.99079394,26.96494608,1,10861,SAT,SAT,SAT,SAT,SAT,SAT,SAT,SAT
ABP_ABP(BW)_(datasize=4_capacity=1_windowsize=1)eq=strong-bisim.dzn,0.025958228,0.009,196,0,0.01592443,0.004324542,1,0.016471398,0.004605667,1,795,0,168,0.017221153,0.002687583,1,168,0.111108422,0.067800792,3,419,0.01636889,0.004504958,1,168,0.110375643,0.0674835,3,419,0.117486811,0.101515167,3,419,SAT,SAT,SAT,SAT,SAT,SAT,SAT,SAT
ABP_ABP(BW)_(datasize=4_capacity=1_windowsize=1)eq=weak-bisim.dzn,0.282804286,0.166,1039,0,0.323953795,0.1994795,1,0.260731769,0.226454209,1,13365,0,957,0.258345723,0.210231792,1,957,180,,,,0.26372602,0.230798042,1,957,180,,,,180,,,,SAT,TIMEOUT,SAT,TIMEOUT,TIMEOUT,SAT,SAT,SAT
ABP_ABP_(datasize=2_capacity=1_windowsize=1)eq=branching-bisim.dzn,0.119603324,0.063,286,0,0.054952085,0.028721666,1,0.03279562,0.0202625,1,5922,0,278,0.033433175,0.016400291,1,278,3.850106716,3.834404333,1,4028,0.036053741,0.022940917,1,278,3.822214127,3.8091565,1,4028,3.862055063,3.841053167,1,4028,SAT,SAT,SAT,SAT,SAT,SAT,SAT,SAT
ABP_ABP_(datasize=2_capacity=1_windowsize=1)eq=branching-sim.dzn,0.117311549,0.085,286,0,0.054459214,0.034294083,1,0.033780205,0.018176792,1,5922,0,278,0.036365128,0.020671667,1,278,3.956269026,3.942001208,1,4028,0.036100054,0.022269042,1,278,3.875387907,3.858011333,1,4028,3.950381994,3.930367666,1,4028,SAT,SAT,SAT,SAT,SAT,SAT,SAT,SAT
ABP_ABP_(datasize=2_capacity=1_windowsize=1)eq=strong-bisim.dzn,0.017621469,0.004,122,0,0.013633311,0.002211291,1,0.013153398,0.002004208,1,289,0,94,0.015172088,0.001323833,1,94,0.022971416,0.012596042,3,164,0.013540101,0.00198925,1,94,0.023526788,0.012500208,3,164,0.023699379,0.009600042,3,164,SAT,SAT,SAT,SAT,SAT,SAT,SAT,SAT
ABP_ABP_(datasize=2_capacity=1_windowsize=1)eq=weak-bisim.dzn,0.112628186,0.083,627,0,0.135932386,0.107994958,1,0.107376289,0.093232709,1,4861,0,546,0.115686488,0.082080209,1,546,23.56072903,23.54009075,1,3276,0.113100576,0.066060667,1,546,23.57217717,23.54986646,1,3276,23.56564403,23.54475204,1,3276,SAT,SAT,SAT,SAT,SAT,SAT,SAT,SAT
ABP_ABP_(datasize=4_capacity=1_windowsize=1)eq=branching-bisim.dzn,0.231138718,0.133,570,0,0.130917394,0.067945125,1,0.095681655,0.04726375,1,12130,0,554,0.098410952,0.048812292,1,554,16.55854106,16.52697904,1,8200,0.101636839,0.074179833,1,554,16.48906994,16.465907,1,8200,16.65335917,16.62931788,1,8200,SAT,SAT,SAT,SAT,SAT,SAT,SAT,SAT
ABP_ABP_(datasize=4_capacity=1_windowsize=1)eq=branching-sim.dzn,0.22816776,0.141,570,0,0.13265872,0.072228667,1,0.093418241,0.047310167,1,12130,0,554,0.091380608,0.049994875,1,554,15.88482308,15.85595396,1,8200,0.098053324,0.07530075,1,554,16.08887982,16.06017354,1,8200,16.1965518,16.17200454,1,8200,SAT,SAT,SAT,SAT,SAT,SAT,SAT,SAT
ABP_ABP_(datasize=4_capacity=1_windowsize=1)eq=strong-bisim.dzn,0.025076044,0.007,186,0,0.015424144,0.002351208,1,0.015243399,0.002249375,1,593,0,154,0.015213299,0.002368125,1,154,0.064825833,0.041213084,3,326,0.015711462,0.003641958,1,154,0.063787079,0.045714375,3,326,0.076480567,0.05181175,3,326,SAT,SAT,SAT,SAT,SAT,SAT,SAT,SAT
ABP_ABP_(datasize=4_capacity=1_windowsize=1)eq=weak-bisim.dzn,0.218979049,0.127,1071,0,0.291471457,0.182201375,1,0.231954122,0.144765708,1,10061,0,984,0.229660308,0.16384125,1,984,104.4268641,104.4034846,1,6644,0.24310298,0.212308791,1,984,104.9984789,104.975,1,6644,104.7432299,104.7143054,1,6644,SAT,SAT,SAT,SAT,SAT,SAT,SAT,SAT
ABP_CABP_(datasize=2_capacity=1_windowsize=1)eq=branching-bisim.dzn,1.097018242,1.07,1,1,0.095042872,0.034470541,1,0.256245255,0.191598875,1,,,,0.260039186,0.194208667,1,,0.262370908,0.204344958,1,,0.258670533,0.197762292,1,,0.255375338,0.185647083,1,,0.260627937,0.186280291,1,,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT
ABP_CABP_(datasize=2_capacity=1_windowsize=1)eq=branching-sim.dzn,1.132073879,1.103,1,1,0.093911099,0.03514025,1,0.250882185,0.185773291,1,,,,0.259737742,0.197622958,1,,0.258774304,0.188223458,1,,0.263467252,0.187988583,1,,0.261265969,0.195302208,1,,0.259408855,0.198652625,1,,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT
ABP_CABP_(datasize=2_capacity=1_windowsize=1)eq=strong-bisim.dzn,0.013380492,0,1,1,0.011248624,7.96E-05,1,0.01117295,6.37E-05,1,,,,0.015265322,7.67E-05,1,,0.012141156,7.74E-05,1,,0.011405373,7.04E-05,1,,0.011576927,6.84E-05,1,,0.011311436,7.15E-05,1,,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT
ABP_CABP_(datasize=2_capacity=1_windowsize=1)eq=weak-bisim.dzn,1.016329181,0.7,2506,0,1.472470999,1.400592417,1,1.149785757,1.082254458,1,50851,0,2449,1.195694721,0.767313875,1,2449,180,,,,1.224637985,1.161632458,1,2449,180,,,,180,,,,SAT,TIMEOUT,SAT,TIMEOUT,TIMEOUT,SAT,SAT,SAT
ABP_CABP_(datasize=4_capacity=1_windowsize=1)eq=branching-bisim.dzn,2.667211056,2.616,1,1,0.207292712,0.07581175,1,0.970374715,0.841488958,1,,,,1.006296158,0.897440625,1,,1.003381681,0.863427875,1,,1.003419065,0.84939425,1,,1.006494224,0.87179,1,,1.007167089,0.865875708,1,,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT
ABP_CABP_(datasize=4_capacity=1_windowsize=1)eq=branching-sim.dzn,1.660244942,1.619,1,1,0.202197206,0.074255,1,0.966403401,0.869644584,1,,,,0.993830156,0.544313041,1,,1.03710413,0.904168791,1,,0.989313769,0.863353583,1,,0.993856239,0.836382292,1,,1.004754591,0.856608833,1,,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT
ABP_CABP_(datasize=4_capacity=1_windowsize=1)eq=strong-bisim.dzn,0.012444162,0.001,1,1,0.01115725,7.02E-05,1,0.011172605,7.23E-05,1,,,,0.014502394,5.68E-05,1,,0.011086571,7.27E-05,1,,0.011063802,7.14E-05,1,,0.011348581,7.07E-05,1,,0.011134923,4.31E-05,1,,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT
ABP_CABP_(datasize=4_capacity=1_windowsize=1)eq=weak-bisim.dzn,1.571089745,1.532,5352,0,6.81191802,6.658709625,1,5.780362844,5.625963792,1,118211,0,5273,5.868472099,5.742269375,1,5273,180,,,,6.238710165,6.077086875,1,5273,180,,,,180,,,,SAT,TIMEOUT,SAT,TIMEOUT,TIMEOUT,SAT,SAT,SAT
ABP_Onebit_(datasize=2_capacity=1_windowsize=1)eq=branching-bisim.dzn,180,,,,15.2267158,6.715974708,1,180,,,,,,180,,,,180,,,,180,,,,180,,,,180,,,,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,UNSAT,TIMEOUT
ABP_Onebit_(datasize=2_capacity=1_windowsize=1)eq=branching-sim.dzn,180,,,,15.05044007,6.533534625,1,180,,,,,,180,,,,180,,,,180,,,,180,,,,180,,,,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,UNSAT,TIMEOUT
ABP_Onebit_(datasize=2_capacity=1_windowsize=1)eq=strong-bisim.dzn,0.012850857,0.001,1,1,0.011377108,6.84E-05,1,0.01115427,7.15E-05,1,,,,0.011311269,6.01E-05,1,,0.012340677,5.01E-05,1,,0.011815846,6.53E-05,1,,0.011340296,7.30E-05,1,,0.011846435,6.79E-05,1,,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT
ABP_Onebit_(datasize=2_capacity=1_windowsize=1)eq=weak-bisim.dzn,180,,,,180,,,180,,,,,,180,,,,180,,,,180,,,,180,,,,180,,,,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
ABP_Onebit_(datasize=3_capacity=1_windowsize=1)eq=branching-bisim.dzn,180,,,,56.06530881,28.12383013,1,180,,,,,,180,,,,180,,,,180,,,,180,,,,180,,,,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,UNSAT,TIMEOUT
ABP_Onebit_(datasize=3_capacity=1_windowsize=1)eq=branching-sim.dzn,180,,,,57.96029615,28.56261921,1,180,,,,,,180,,,,180,,,,180,,,,180,,,,180,,,,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,UNSAT,TIMEOUT
ABP_Onebit_(datasize=3_capacity=1_windowsize=1)eq=strong-bisim.dzn,0.014368331,0.001,1,1,0.01140759,6.95E-05,1,0.011416745,6.94E-05,1,,,,0.011356318,5.67E-05,1,,0.011243904,6.98E-05,1,,0.011234331,3.99E-05,1,,0.010905206,6.88E-05,1,,0.011104739,6.95E-05,1,,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT
ABP_Onebit_(datasize=3_capacity=1_windowsize=1)eq=weak-bisim.dzn,180,,,,180,,,180,,,,,,180,,,,180,,,,180,,,,180,,,,180,,,,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
ABP_Par_(datasize=2_capacity=1_windowsize=1)eq=branching-bisim.dzn,0.146302545,0.127,693,0,0.090458965,0.065785833,1,0.071763206,0.050274167,1,7380,0,691,0.074712014,0.048263291,1,691,3.6033957,3.574306833,97,4008,0.076181209,0.060537584,1,691,3.613600016,3.59022175,97,4008,3.673542261,3.652873333,97,4008,SAT,SAT,SAT,SAT,SAT,SAT,SAT,SAT
ABP_Par_(datasize=2_capacity=1_windowsize=1)eq=branching-sim.dzn,0.144074118,0.091,693,0,0.089446998,0.051311958,1,0.071533751,0.037333208,1,7380,0,691,0.060862517,0.037832875,1,691,3.433580875,3.414508917,97,4008,0.073535419,0.045470083,1,691,3.489830971,3.466474917,97,4008,3.512465,3.489570666,97,4008,SAT,SAT,SAT,SAT,SAT,SAT,SAT,SAT
ABP_Par_(datasize=2_capacity=1_windowsize=1)eq=strong-bisim.dzn,0.034422255,0.02,1,1,0.013930237,0.000904209,1,0.012880003,0.000763125,1,,,,0.014853179,0.00056825,1,,0.013093615,0.0007725,1,,0.013045692,0.000774,1,,0.012574542,0.000777958,1,,0.012946343,0.000777459,1,,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT
ABP_Par_(datasize=2_capacity=1_windowsize=1)eq=weak-bisim.dzn,0.130476463,0.096,543,0,0.074972391,0.054437375,1,0.055521035,0.037046458,1,6104,0,518,0.063794148,0.041096833,1,518,1.096502066,1.077524292,13,1504,0.058951461,0.03764725,1,518,1.084397078,1.066089125,13,1504,1.136890173,1.116483416,13,1504,SAT,SAT,SAT,SAT,SAT,SAT,SAT,SAT
ABP_Par_(datasize=4_capacity=1_windowsize=1)eq=branching-bisim.dzn,0.301638949,0.28,1431,0,0.279383481,0.238108458,1,0.217482483,0.178176666,1,15108,0,1427,0.228723717,0.1909595,1,1427,14.89041686,14.85668908,209,8131,0.225098968,0.196462125,1,1427,15.06377792,15.03357104,209,8131,14.89924812,14.86642329,209,8131,SAT,SAT,SAT,SAT,SAT,SAT,SAT,SAT
ABP_Par_(datasize=4_capacity=1_windowsize=1)eq=branching-sim.dzn,0.311117804,0.295,1431,0,0.279034507,0.2602125,1,0.217110598,0.182499291,1,15108,0,1427,0.226284087,0.188924459,1,1427,15.01510811,14.98935721,209,8131,0.229345286,0.195241917,1,1427,15.06429887,15.03614521,209,8131,15.16033411,15.13318088,209,8131,SAT,SAT,SAT,SAT,SAT,SAT,SAT,SAT
ABP_Par_(datasize=4_capacity=1_windowsize=1)eq=strong-bisim.dzn,0.065101349,0.044,1,1,0.015951574,0.002502458,1,0.015071702,0.001857334,1,,,,0.015222347,0.001536667,1,,0.014982688,0.004644625,1,,0.015085256,0.001847209,1,,0.015500641,0.001602333,1,,0.015162516,0.001810542,1,,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT
ABP_Par_(datasize=4_capacity=1_windowsize=1)eq=weak-bisim.dzn,0.254946196,0.142,1123,0,0.210018969,0.139297,1,0.158032477,0.129726542,1,12570,0,1098,0.165964735,0.091950375,1,1098,4.696249962,4.665769042,41,3169,0.164322817,0.130712209,1,1098,4.796652079,4.765046083,41,3169,4.57508707,4.54301125,41,3169,SAT,SAT,SAT,SAT,SAT,SAT,SAT,SAT
ABP_SWP_(datasize=2_capacity=1_windowsize=1)eq=branching-bisim.dzn,0.665896964,0.41,1,1,0.059691811,0.01466925,1,0.105860353,0.057844292,1,,,,0.104540801,0.063270292,1,,0.107207584,0.06302125,1,,0.107315874,0.068980125,1,,0.106829476,0.063730584,1,,0.107746267,0.060021667,1,,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT
ABP_SWP_(datasize=2_capacity=1_windowsize=1)eq=branching-sim.dzn,0.680094957,0.644,1,1,0.065857589,0.02574125,1,0.107207012,0.06632475,1,,,,0.108693337,0.065868291,1,,0.107983494,0.063336875,1,,0.111285937,0.07230075,1,,0.108254063,0.070901375,1,,0.110186505,0.059470667,1,,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT
ABP_SWP_(datasize=2_capacity=1_windowsize=1)eq=strong-bisim.dzn,0.014603424,0,1,1,0.011286378,6.82E-05,1,0.011240578,6.97E-05,1,,,,0.011778951,5.75E-05,1,,0.011312687,5.85E-05,1,,0.011402643,7.03E-05,1,,0.011295843,6.29E-05,1,,0.011240149,6.87E-05,1,,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT
ABP_SWP_(datasize=2_capacity=1_windowsize=1)eq=weak-bisim.dzn,0.581486297,0.349,1,1,0.08507452,0.029800833,1,0.111074626,0.050205375,1,,,,0.108392906,0.05420225,1,,0.115178514,0.069921125,1,,0.115206444,0.0670415,1,,0.114766586,0.066985,1,,0.114169848,0.069180542,1,,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT
ABP_SWP_(datasize=4_capacity=1_windowsize=1)eq=branching-bisim.dzn,1.903984308,1.855,1,1,0.156248713,0.046705792,1,0.422292399,0.320464875,1,,,,0.423015094,0.208338375,1,,0.422313476,0.329743917,1,,0.43975935,0.36572975,1,,0.425866282,0.324164166,1,,0.432005012,0.32552325,1,,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT
ABP_SWP_(datasize=4_capacity=1_windowsize=1)eq=branching-sim.dzn,1.217077017,1.175,1,1,0.154727793,0.059250125,1,0.423348022,0.32604825,1,,,,0.421000886,0.2144635,1,,0.432262075,0.313010125,1,,0.437804699,0.332469041,1,,0.428710032,0.310437292,1,,0.431196213,0.323264,1,,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT
ABP_SWP_(datasize=4_capacity=1_windowsize=1)eq=strong-bisim.dzn,0.015087068,0.001,1,1,0.011280799,6.67E-05,1,0.011517036,6.91E-05,1,,,,0.01269623,6.73E-05,1,,0.011432767,7.14E-05,1,,0.011405015,5.33E-05,1,,0.011099803,6.89E-05,1,,0.011141813,4.93E-05,1,,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT
ABP_SWP_(datasize=4_capacity=1_windowsize=1)eq=weak-bisim.dzn,1.496073961,1.511,1,1,0.218205559,0.125776625,1,0.422778237,0.321894667,1,,,,0.417960608,0.294252125,1,,0.419177639,0.324269666,1,,0.419416416,0.318225666,1,,0.424372959,0.330030375,1,,0.424022174,0.32668175,1,,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT
ABPdatasize=2_infinitely_often_enabled_then_infinitely_often_taken.dzn,0.021738148,0.007,268,0,0.019284117,0.004715584,1,0.017046309,0.006012625,1,569,0,243,0.017544627,0.003695833,1,243,0.04146328,0.029778042,1,176,0.017600954,0.004011208,1,243,0.044429231,0.030692958,1,176,0.051968026,0.038823166,1,176,SAT,SAT,SAT,SAT,SAT,SAT,SAT,SAT
ABPdatasize=2_infinitely_often_lost.dzn,0.014774227,0.002,1,1,0.01158402,0.000186792,1,0.011286449,0.000112916,1,,,,0.01392225,9.40E-05,1,,0.013246012,0.000126167,1,,0.013736594,0.0001235,1,,0.012928104,0.000123583,1,,0.013330221,0.000149,1,,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT
ABPdatasize=2_infinitely_often_read_write.dzn,0.014333856,0.002,41,0,0.012387109,0.001045375,1,0.012248909,0.0008665,1,64,0,33,0.012100816,0.00051675,1,33,0.012445772,0.001214708,1,21,0.012154472,0.000852458,1,33,0.012433779,0.000803542,1,21,0.012162983,0.001213833,1,21,SAT,SAT,SAT,SAT,SAT,SAT,SAT,SAT
ABPdatasize=2_infinitely_often_receive_d1.dzn,0.014884567,0.001,45,0,0.012183714,0.000763667,1,0.011783791,0.000588583,1,58,0,37,0.012244332,0.000504916,1,37,0.01211561,0.000798417,1,19,0.011974144,0.000586875,1,37,0.012417555,0.00078275,1,19,0.012114513,0.000932375,1,19,SAT,SAT,SAT,SAT,SAT,SAT,SAT,SAT
ABPdatasize=2_infinitely_often_receive_for_all_d.dzn,0.015135479,0.003,47,0,0.01252408,0.000734583,1,0.011731064,0.00083825,1,135,0,39,0.013769948,0.0006195,1,39,0.01423701,0.002504,1,38,0.011998999,0.000780959,1,39,0.013512039,0.002494417,1,38,0.013939822,0.001791708,1,38,SAT,SAT,SAT,SAT,SAT,SAT,SAT,SAT
ABPdatasize=2_invariantly_infinitely_many_reachable_taus.dzn,0.019132733,0.003,120,0,0.013156521,0.001394125,1,0.012574351,0.001225958,1,206,0,112,0.013027072,0.001014833,1,112,0.012085104,0.000874625,2,21,0.012447512,0.00123575,1,112,0.012360764,0.000867875,2,21,0.012536585,0.00086,2,21,SAT,SAT,SAT,SAT,SAT,SAT,SAT,SAT
ABPdatasize=2_no_duplication_of_messages.dzn,0.016602242,0.003,90,0,0.01315099,0.001739459,1,0.012539601,0.001383834,1,198,0,78,0.01351006,0.001072709,1,78,0.01636616,0.004737708,1,55,0.012631917,0.001318208,1,78,0.016376162,0.004747041,1,55,0.01636939,0.004738542,1,55,SAT,SAT,SAT,SAT,SAT,SAT,SAT,SAT
ABPdatasize=2_no_generation_of_messages.dzn,0.013775599,0.001,30,0,0.011564469,0.000498042,1,0.011404955,0.000380375,1,60,0,24,0.014789808,0.00050925,1,24,0.015144908,0.000746875,1,18,0.014504528,0.000469458,1,24,0.014685321,0.000729833,1,18,0.016522765,0.00071225,1,18,SAT,SAT,SAT,SAT,SAT,SAT,SAT,SAT
ABPdatasize=2_nodeadlock.dzn,0.014972198,0.002,45,0,0.012693584,0.000677916,1,0.011753678,0.000481917,1,58,0,37,0.01217649,0.000401166,1,37,0.01240617,0.000636084,1,19,0.011705363,0.000455667,1,37,0.011800516,0.000662875,1,19,0.011890793,0.000616375,1,19,SAT,SAT,SAT,SAT,SAT,SAT,SAT,SAT
ABPdatasize=2_read_then_eventually_send.dzn,0.016302824,0.003,80,0,0.012977111,0.00161925,1,0.012660074,0.001312416,1,210,0,69,0.015785837,0.001666625,1,69,0.021731484,0.006845167,1,59,0.015461004,0.001568875,1,69,0.022146738,0.006804958,1,59,0.022452962,0.00665775,1,59,SAT,SAT,SAT,SAT,SAT,SAT,SAT,SAT
ABPdatasize=2_read_then_eventually_send_if_fair.dzn,0.015033507,0.002,62,0,0.012147641,0.000729875,1,0.012073243,0.000676083,1,115,0,54,0.013332748,0.000608584,1,54,0.013874042,0.001179208,1,31,0.012950087,0.000667208,1,54,0.013423705,0.001134667,1,31,0.013698757,0.000907042,1,31,SAT,SAT,SAT,SAT,SAT,SAT,SAT,SAT
ABPdatasize=4_infinitely_often_enabled_then_infinitely_often_taken.dzn,0.059810019,0.038,528,0,0.034047306,0.020701333,1,0.028371036,0.018935875,1,2313,0,497,0.045590568,0.034457667,1,497,0.96875248,0.730948334,1,704,0.041822529,0.0319885,1,497,0.97223829,0.722512041,1,704,0.974506581,0.97278675,1,704,SAT,SAT,SAT,SAT,SAT,SAT,SAT,SAT
ABPdatasize=4_infinitely_often_lost.dzn,0.016371846,0.002,1,1,0.01148864,0.00038425,1,0.011492825,0.000149667,1,,,,0.011572146,0.000122458,1,,0.011573958,0.000147708,1,,0.011657619,0.00015475,1,,0.011614156,0.000151584,1,,0.011895347,0.000145333,1,,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT
ABPdatasize=4_infinitely_often_read_write.dzn,0.01638782,0.002,65,0,0.012909365,0.001729459,1,0.012664068,0.001371,1,148,0,53,0.013433695,0.000898125,1,53,0.015444255,0.004139208,1,45,0.01292609,0.000990792,1,53,0.015245497,0.004008792,1,45,0.015789008,0.004001709,1,45,SAT,SAT,SAT,SAT,SAT,SAT,SAT,SAT
ABPdatasize=4_infinitely_often_receive_d1.dzn,0.01765821,0.002,77,0,0.013371909,0.001136875,1,0.012476957,0.001132958,1,130,0,65,0.013176215,0.000889417,1,65,0.013903368,0.0025105,1,39,0.012213564,0.001017917,1,65,0.013595474,0.00247625,1,39,0.013710058,0.0024975,1,39,SAT,SAT,SAT,SAT,SAT,SAT,SAT,SAT
ABPdatasize=4_infinitely_often_receive_for_all_d.dzn,0.023346257,0.006,83,0,0.01463685,0.002503708,1,0.013738251,0.002015042,1,577,0,71,0.017982376,0.002794875,1,71,0.064959121,0.04016875,1,156,0.017682159,0.002711083,1,71,0.059815145,0.040584709,1,156,0.064271057,0.053512708,1,156,SAT,SAT,SAT,SAT,SAT,SAT,SAT,SAT
ABPdatasize=4_invariantly_infinitely_many_reachable_taus.dzn,0.020202076,0.005,224,0,0.015217841,0.003586875,1,0.014112365,0.001890292,1,422,0,212,0.016384292,0.002121417,1,212,0.016085517,0.002777708,2,43,0.01643976,0.002829625,1,212,0.016538692,0.007850833,2,43,0.016553378,0.003052333,2,43,SAT,SAT,SAT,SAT,SAT,SAT,SAT,SAT
ABPdatasize=4_no_duplication_of_messages.dzn,0.027049625,0.008,168,0,0.016543472,0.004710625,1,0.014825141,0.002491667,1,706,0,150,0.016687393,0.002624583,1,150,0.047992885,0.0336705,1,191,0.015745401,0.003496041,1,150,0.046420181,0.035044584,1,191,0.061108863,0.049246208,1,191,SAT,SAT,SAT,SAT,SAT,SAT,SAT,SAT
ABPdatasize=4_no_generation_of_messages.dzn,0.019629812,0.004,64,0,0.013358784,0.001788541,1,0.012878942,0.001357667,1,424,0,54,0.015216625,0.001608125,1,54,0.035210299,0.018987625,1,116,0.017748547,0.001515834,1,54,0.035331941,0.02421,1,116,0.036028624,0.01918225,1,116,SAT,SAT,SAT,SAT,SAT,SAT,SAT,SAT
ABPdatasize=4_nodeadlock.dzn,0.016012573,0.003,77,0,0.012717056,0.001036542,1,0.012471819,0.000775125,1,130,0,65,0.011952293,0.000586167,1,65,0.013215876,0.001982,1,39,0.011958146,0.000796292,1,65,0.012973094,0.001981583,1,39,0.013506293,0.001976334,1,39,SAT,SAT,SAT,SAT,SAT,SAT,SAT,SAT
ABPdatasize=4_read_then_eventually_send.dzn,0.024763513,0.009,146,0,0.016151297,0.004256792,1,0.015058565,0.003279542,1,726,0,129,0.014793551,0.001968792,1,129,0.044668901,0.032691625,1,199,0.014839625,0.003299458,1,129,0.04465009,0.031962167,1,199,0.057488012,0.032514625,1,199,SAT,SAT,SAT,SAT,SAT,SAT,SAT,SAT
ABPdatasize=4_read_then_eventually_send_if_fair.dzn,0.01705364,0.003,110,0,0.013540423,0.001661042,1,0.012312698,0.000908875,1,243,0,98,0.017387092,0.001608833,1,98,0.021145105,0.004751917,1,63,0.018012464,0.001532917,1,98,0.021164942,0.004645625,1,63,0.020881128,0.004771209,1,63,SAT,SAT,SAT,SAT,SAT,SAT,SAT,SAT
ABPdatasize=8_infinitely_often_enabled_then_infinitely_often_taken.dzn,0.203106737,0.155,1090,0,0.149203777,0.124035334,1,0.121572506,0.102476083,1,9257,0,1047,0.122261178,0.097306292,1,1047,10.165658,10.14182538,1,2816,0.124791932,0.100106083,1,1047,10.01641798,9.995520292,1,2816,10.04798317,10.02569608,1,2816,SAT,SAT,SAT,SAT,SAT,SAT,SAT,SAT
